date,vehicle_category,day_of_week,month,is_weekend,is_holiday,weather,season,competitor_base_price,utilization_rate,rental_duration_days,daily_rental_price
2022-04-07,Midsize,Thursday,4,0,0,Sunny,Spring,58.11,77.7,1,73.67
2024-07-06,SUV,Saturday,7,1,0,Sunny,Summer,84.44,93.1,3,135.27
2024-01-20,Minivan,Saturday,1,1,0,Sunny,Winter,64.69,76.7,6,103.68
2023-09-02,SUV,Saturday,9,1,0,Stormy,Fall,75.04,76.5,5,80.38
2023-08-29,Economy,Tuesday,8,0,0,Stormy,Summer,31.92,60.2,7,37.73
2022-09-01,Midsize,Thursday,9,0,0,Cloudy,Fall,56.79,55.4,5,67.8
2024-07-29,Compact,Monday,7,0,0,Sunny,Summer,44.09,82.8,7,64.43
2023-02-21,Economy,Tuesday,2,0,0,Sunny,Winter,30.7,60.1,3,42.82
2024-12-30,Economy,Monday,12,0,0,Sunny,Winter,31.28,78.9,1,52.41
2023-03-22,SUV,Wednesday,3,0,0,Sunny,Spring,87.86,64.3,6,97.74
2023-02-16,Compact,Thursday,2,0,0,Stormy,Winter,38.09,61.9,3,39.58
2023-01-09,SUV,Monday,1,0,0,Snowy,Winter,88.44,78.5,3,113.39
2024-11-02,Luxury,Saturday,11,1,0,Snowy,Fall,117.63,69.0,6,168.1
2022-05-20,Midsize,Friday,5,1,0,Rainy,Spring,53.74,67.1,3,69.46
2024-08-31,Compact,Saturday,8,1,0,Sunny,Summer,38.92,87.4,6,81.99
2024-06-09,Compact,Sunday,6,1,0,Sunny,Summer,42.91,79.9,1,74.9
2023-01-07,Economy,Saturday,1,1,0,Cloudy,Winter,29.9,92.8,2,58.66
2023-11-01,Pickup,Wednesday,11,0,0,Rainy,Fall,71.54,56.5,14,62.63
2023-04-09,SUV,Sunday,4,1,0,Stormy,Spring,76.56,84.7,6,90.76
2022-04-13,Economy,Wednesday,4,0,0,Cloudy,Spring,31.11,57.6,7,44.55
2023-12-31,SUV,Sunday,12,1,0,Rainy,Winter,84.16,83.6,1,111.14
2023-07-26,Pickup,Wednesday,7,0,0,Cloudy,Summer,79.01,62.1,1,84.15
2024-09-08,SUV,Sunday,9,1,0,Rainy,Fall,80.83,76.5,14,100.5
2024-03-25,Luxury,Monday,3,0,0,Snowy,Spring,138.22,58.0,30,148.67
2023-04-05,Compact,Wednesday,4,0,0,Stormy,Spring,41.25,56.9,1,41.64
2023-06-11,SUV,Sunday,6,1,0,Rainy,Summer,77.79,73.3,3,107.5
2023-12-01,Economy,Friday,12,1,0,Rainy,Winter,30.94,83.0,4,48.04
2022-03-01,Minivan,Tuesday,3,0,0,Sunny,Spring,70.84,69.1,1,84.27
2023-11-28,SUV,Tuesday,11,0,0,Sunny,Fall,87.6,60.2,1,97.44
2023-04-25,Pickup,Tuesday,4,0,0,Snowy,Spring,67.06,64.4,5,90.53
2022-12-02,Economy,Friday,12,1,0,Rainy,Winter,29.75,79.8,4,43.74
2024-04-18,Minivan,Thursday,4,0,0,Cloudy,Spring,66.59,49.5,14,74.0
2022-12-15,Minivan,Thursday,12,0,0,Sunny,Winter,70.47,85.1,2,88.16
2024-11-19,Pickup,Tuesday,11,0,0,Cloudy,Fall,69.33,54.7,4,76.04
2024-07-26,Luxury,Friday,7,1,0,Cloudy,Summer,137.51,90.3,1,171.22
2024-01-30,Pickup,Tuesday,1,0,0,Rainy,Winter,66.9,67.3,3,80.54
2023-12-15,Pickup,Friday,12,1,0,Cloudy,Winter,69.42,68.7,14,101.71
2022-08-16,Pickup,Tuesday,8,0,0,Cloudy,Summer,75.39,66.4,1,90.93
2022-05-27,SUV,Friday,5,1,0,Rainy,Spring,84.74,57.2,3,96.46
2022-06-01,Pickup,Wednesday,6,0,0,Sunny,Summer,72.65,64.6,3,90.69
2023-01-20,Minivan,Friday,1,1,0,Rainy,Winter,62.62,81.7,7,84.75
2022-06-17,SUV,Friday,6,1,0,Sunny,Summer,82.36,91.0,2,122.9
2024-12-19,Midsize,Thursday,12,0,0,Snowy,Winter,53.68,68.0,2,75.77
2023-11-05,Pickup,Sunday,11,1,0,Sunny,Fall,70.15,73.8,2,90.86
2023-02-27,SUV,Monday,2,0,0,Cloudy,Winter,87.59,62.8,7,89.63
2024-12-07,SUV,Saturday,12,1,0,Foggy,Winter,88.92,88.9,1,108.03
2023-01-09,Minivan,Monday,1,0,0,Sunny,Winter,66.03,74.5,1,79.33
2024-12-17,Luxury,Tuesday,12,0,0,Sunny,Winter,125.2,58.6,3,154.09
2022-08-22,Pickup,Monday,8,0,0,Sunny,Summer,74.8,76.8,2,101.9
2024-10-03,Pickup,Thursday,10,0,0,Cloudy,Fall,68.11,58.2,2,74.18
2023-11-21,Luxury,Tuesday,11,0,0,Sunny,Fall,137.39,75.7,6,131.76
2022-12-08,Pickup,Thursday,12,0,0,Sunny,Winter,67.9,65.2,3,92.33
2022-04-07,Midsize,Thursday,4,0,0,Sunny,Spring,51.82,66.5,4,73.14
2024-05-20,SUV,Monday,5,0,0,Cloudy,Spring,84.53,77.3,2,79.23
2024-02-05,Economy,Monday,2,0,0,Rainy,Winter,29.78,64.7,5,37.63
2024-10-30,Luxury,Wednesday,10,0,0,Rainy,Fall,116.71,54.8,6,108.87
2024-08-09,Minivan,Friday,8,1,0,Sunny,Summer,72.35,88.6,7,104.16
2023-10-15,Compact,Sunday,10,1,0,Sunny,Fall,39.16,61.4,3,60.59
2022-09-06,Economy,Tuesday,9,0,1,Cloudy,Fall,31.26,69.3,6,48.03
2022-06-13,Economy,Monday,6,0,0,Sunny,Summer,33.3,82.2,7,50.48
2022-09-15,Pickup,Thursday,9,0,0,Cloudy,Fall,70.1,65.4,3,81.82
2022-10-03,Minivan,Monday,10,0,0,Stormy,Fall,64.67,69.5,2,57.44
2023-05-14,Minivan,Sunday,5,1,0,Cloudy,Spring,74.81,58.2,4,82.09
2024-12-23,Midsize,Monday,12,0,0,Stormy,Winter,56.77,72.8,6,48.3
2024-10-25,Minivan,Friday,10,1,0,Sunny,Fall,64.42,82.9,2,84.59
2022-05-05,Compact,Thursday,5,0,0,Sunny,Spring,44.64,62.7,5,54.48
2023-02-28,SUV,Tuesday,2,0,0,Sunny,Winter,89.24,50.9,2,96.76
2024-12-23,SUV,Monday,12,0,0,Sunny,Winter,82.46,79.4,6,101.04
2022-10-14,SUV,Friday,10,1,0,Sunny,Fall,77.13,64.1,5,107.17
2024-11-09,Minivan,Saturday,11,1,1,Cloudy,Fall,68.66,81.0,4,102.86
2023-03-05,Midsize,Sunday,3,1,0,Sunny,Spring,57.28,70.2,4,83.8
2022-01-15,Minivan,Saturday,1,1,0,Sunny,Winter,66.48,99.6,2,106.44
2024-05-31,Economy,Friday,5,1,0,Cloudy,Spring,31.92,61.7,14,45.71
2024-07-11,Minivan,Thursday,7,0,1,Sunny,Summer,73.91,93.9,5,113.76
2024-03-01,Pickup,Friday,3,1,0,Cloudy,Spring,66.64,95.5,4,97.75
2023-01-16,Midsize,Monday,1,0,0,Sunny,Winter,59.95,79.0,7,76.15
2022-07-27,SUV,Wednesday,7,0,0,Sunny,Summer,80.93,68.8,3,103.95
2022-03-29,Minivan,Tuesday,3,0,0,Sunny,Spring,64.12,74.9,3,80.47
2023-05-07,SUV,Sunday,5,1,0,Cloudy,Spring,75.28,69.8,3,101.69
2022-11-21,Luxury,Monday,11,0,0,Cloudy,Fall,137.98,66.1,30,123.31
2024-02-14,SUV,Wednesday,2,0,0,Sunny,Winter,86.45,62.1,14,92.33
2023-08-28,Compact,Monday,8,0,0,Cloudy,Summer,37.69,67.6,2,51.81
2023-06-07,Midsize,Wednesday,6,0,0,Sunny,Summer,54.39,72.9,5,80.54
2024-04-24,Economy,Wednesday,4,0,0,Sunny,Spring,29.32,53.3,1,39.62
2024-08-03,Midsize,Saturday,8,1,0,Rainy,Summer,59.65,100.0,2,87.11
2023-09-06,SUV,Wednesday,9,0,1,Stormy,Fall,85.61,78.3,1,87.89
2024-02-04,Economy,Sunday,2,1,0,Sunny,Winter,30.46,75.0,5,52.02
2022-01-03,Compact,Monday,1,0,0,Cloudy,Winter,43.03,68.9,2,50.14
2023-06-25,Compact,Sunday,6,1,0,Cloudy,Summer,41.79,93.9,2,66.39
2022-10-03,Pickup,Monday,10,0,0,Cloudy,Fall,76.77,67.0,1,70.45
2023-06-15,Minivan,Thursday,6,0,0,Sunny,Summer,69.28,68.5,1,90.15
2023-04-16,Luxury,Sunday,4,1,0,Sunny,Spring,137.52,88.8,2,170.88
2022-02-14,Luxury,Monday,2,0,0,Cloudy,Winter,129.18,54.7,6,115.01
2024-05-06,SUV,Monday,5,0,0,Cloudy,Spring,80.54,59.9,5,86.07
2022-01-08,Luxury,Saturday,1,1,0,Sunny,Winter,139.14,83.5,3,184.49
2023-07-24,Luxury,Monday,7,0,0,Cloudy,Summer,121.54,65.7,6,143.1
2023-10-18,Pickup,Wednesday,10,0,0,Foggy,Fall,70.29,66.9,1,65.45
2023-05-01,Pickup,Monday,5,0,1,Stormy,Spring,75.76,73.3,2,73.54
2024-07-18,Compact,Thursday,7,0,0,Stormy,Summer,42.24,71.2,1,56.98
2023-06-29,Compact,Thursday,6,0,1,Sunny,Summer,43.82,100.0,30,80.36
2022-09-03,Pickup,Saturday,9,1,0,Sunny,Fall,77.09,79.3,3,95.5
2023-07-09,Pickup,Sunday,7,1,1,Rainy,Summer,69.12,100.0,6,121.84
2023-02-20,Midsize,Monday,2,0,0,Snowy,Winter,59.97,58.6,4,66.46
2024-12-06,Economy,Friday,12,1,0,Cloudy,Winter,33.94,85.3,2,54.69
2024-08-20,SUV,Tuesday,8,0,0,Rainy,Summer,88.42,68.6,2,95.37
2024-11-14,Compact,Thursday,11,0,0,Rainy,Fall,37.79,66.6,2,48.08
2023-08-05,Pickup,Saturday,8,1,0,Cloudy,Summer,75.9,80.8,1,105.04
2023-05-30,Economy,Tuesday,5,0,0,Sunny,Spring,34.75,60.4,1,42.28
2022-01-26,Luxury,Wednesday,1,0,0,Snowy,Winter,133.87,78.7,14,154.14
2023-12-16,Compact,Saturday,12,1,0,Cloudy,Winter,42.76,98.4,4,68.59
2024-05-08,Economy,Wednesday,5,0,0,Sunny,Spring,32.51,68.0,1,38.39
2022-09-30,Midsize,Friday,9,1,0,Sunny,Fall,55.81,79.5,1,76.93
2022-03-22,Midsize,Tuesday,3,0,0,Sunny,Spring,58.8,70.6,7,62.43
2023-04-22,Economy,Saturday,4,1,1,Rainy,Spring,31.52,100.0,5,58.99
2023-12-31,SUV,Sunday,12,1,0,Cloudy,Winter,86.76,85.1,1,114.63
2023-07-27,Economy,Thursday,7,0,0,Sunny,Summer,34.98,86.4,5,53.97
2024-10-10,Minivan,Thursday,10,0,0,Cloudy,Fall,72.06,53.0,5,65.74
2022-07-24,Luxury,Sunday,7,1,0,Sunny,Summer,133.43,100.0,2,185.07
2023-05-07,Pickup,Sunday,5,1,0,Cloudy,Spring,76.1,66.2,1,91.42
2024-09-15,Minivan,Sunday,9,1,0,Rainy,Fall,64.12,72.5,1,67.97
2022-10-23,Compact,Sunday,10,1,0,Rainy,Fall,39.97,67.0,4,52.5
2024-08-11,Economy,Sunday,8,1,0,Cloudy,Summer,32.08,91.0,5,47.73
2024-08-30,Compact,Friday,8,1,0,Rainy,Summer,40.58,89.1,30,60.58
2024-04-13,Compact,Saturday,4,1,0,Sunny,Spring,38.76,86.7,2,70.94
2024-10-12,Pickup,Saturday,10,1,0,Sunny,Fall,73.73,50.2,1,97.79
2023-08-17,Economy,Thursday,8,0,0,Sunny,Summer,29.1,59.2,7,49.28
2023-03-15,Compact,Wednesday,3,0,0,Cloudy,Spring,42.47,61.0,1,45.27
2022-04-16,Economy,Saturday,4,1,0,Sunny,Spring,31.76,80.0,3,62.38
2024-06-02,Economy,Sunday,6,1,0,Rainy,Summer,29.21,91.5,2,52.22
2024-08-30,Economy,Friday,8,1,0,Sunny,Summer,32.11,75.5,3,59.87
2022-12-14,Economy,Wednesday,12,0,0,Snowy,Winter,30.36,65.9,1,45.66
2022-03-13,Economy,Sunday,3,1,0,Cloudy,Spring,34.57,68.1,6,51.16
2023-04-30,SUV,Sunday,4,1,0,Snowy,Spring,78.77,91.3,3,124.8
2022-10-05,Economy,Wednesday,10,0,0,Cloudy,Fall,31.67,69.7,1,31.45
2022-03-05,Economy,Saturday,3,1,0,Sunny,Spring,30.49,79.6,3,56.4
2023-10-04,Economy,Wednesday,10,0,0,Sunny,Fall,31.05,66.0,3,44.88
2022-10-07,Midsize,Friday,10,1,0,Foggy,Fall,56.03,67.2,4,64.88
2022-01-26,Economy,Wednesday,1,0,0,Rainy,Winter,34.32,56.4,2,35.12
2024-08-03,Economy,Saturday,8,1,0,Sunny,Summer,31.46,86.9,6,59.26
2024-07-13,Compact,Saturday,7,1,0,Sunny,Summer,39.79,87.0,1,79.57
2024-02-19,Luxury,Monday,2,0,0,Sunny,Winter,119.14,53.8,3,125.25
2022-06-04,Minivan,Saturday,6,1,0,Cloudy,Summer,74.64,90.4,1,96.6
2022-09-03,Economy,Saturday,9,1,0,Stormy,Fall,30.48,70.5,2,41.88
2023-07-27,Minivan,Thursday,7,0,0,Cloudy,Summer,67.39,79.0,1,84.06
2024-10-12,Economy,Saturday,10,1,0,Cloudy,Fall,34.49,89.5,4,44.84
2022-05-21,SUV,Saturday,5,1,0,Stormy,Spring,77.23,90.9,3,82.06
2023-09-20,Compact,Wednesday,9,0,0,Cloudy,Fall,40.3,61.4,30,47.72
2022-10-24,Pickup,Monday,10,0,0,Sunny,Fall,79.58,63.1,2,85.6
2022-09-27,Compact,Tuesday,9,0,0,Cloudy,Fall,39.41,70.5,1,52.22
2024-03-24,Economy,Sunday,3,1,0,Sunny,Spring,34.08,85.0,1,55.95
2023-07-07,Pickup,Friday,7,1,0,Sunny,Summer,75.72,70.6,14,108.63
2022-02-04,Luxury,Friday,2,1,0,Sunny,Winter,133.76,76.0,5,156.77
2024-07-02,Pickup,Tuesday,7,0,0,Stormy,Summer,70.36,74.2,7,74.8
2024-02-09,Luxury,Friday,2,1,0,Sunny,Winter,135.01,65.8,5,147.63
2024-05-11,Minivan,Saturday,5,1,0,Rainy,Spring,73.4,75.1,2,75.36
2023-04-06,Compact,Thursday,4,0,0,Cloudy,Spring,41.04,62.6,1,57.95
2024-08-11,Luxury,Sunday,8,1,0,Stormy,Summer,121.41,87.4,5,139.72
2022-02-19,Minivan,Saturday,2,1,0,Sunny,Winter,63.58,78.6,14,86.79
2024-01-06,Luxury,Saturday,1,1,0,Cloudy,Winter,126.2,88.7,1,172.7
2022-03-17,Compact,Thursday,3,0,0,Sunny,Spring,41.92,75.2,4,58.61
2022-08-15,Midsize,Monday,8,0,0,Foggy,Summer,54.85,68.5,4,64.04
2022-07-06,Compact,Wednesday,7,0,0,Stormy,Summer,43.05,62.2,4,40.68
2024-04-08,Pickup,Monday,4,0,0,Rainy,Spring,68.01,63.5,5,73.24
2024-04-27,Midsize,Saturday,4,1,0,Cloudy,Spring,53.15,80.3,3,85.39
2024-11-18,Minivan,Monday,11,0,0,Cloudy,Fall,71.49,61.4,2,64.78
2024-02-16,Economy,Friday,2,1,0,Snowy,Winter,31.92,82.9,3,51.38
2023-07-06,Midsize,Thursday,7,0,0,Cloudy,Summer,51.77,69.4,1,75.99
2023-04-18,SUV,Tuesday,4,0,0,Stormy,Spring,80.03,73.3,4,73.49
2022-07-01,Luxury,Friday,7,1,0,Sunny,Summer,127.86,85.8,1,187.78
2023-08-21,Luxury,Monday,8,0,0,Stormy,Summer,118.26,77.9,1,116.06
2024-06-14,Midsize,Friday,6,1,0,Sunny,Summer,59.02,97.3,3,93.29
2024-12-19,Pickup,Thursday,12,0,0,Rainy,Winter,76.63,70.2,14,80.77
2023-02-17,SUV,Friday,2,1,0,Rainy,Winter,75.78,68.5,5,85.86
2022-09-19,Pickup,Monday,9,0,0,Sunny,Fall,79.97,73.2,2,77.72
2023-04-17,Midsize,Monday,4,0,0,Cloudy,Spring,56.87,80.7,3,67.48
2023-07-08,SUV,Saturday,7,1,0,Snowy,Summer,89.97,96.3,1,146.51
2022-11-20,Economy,Sunday,11,1,0,Sunny,Fall,31.32,78.8,30,55.63
2024-04-20,Midsize,Saturday,4,1,0,Sunny,Spring,50.34,93.4,1,86.6
2022-01-20,Compact,Thursday,1,0,0,Sunny,Winter,38.67,60.1,1,64.34
2024-10-03,Minivan,Thursday,10,0,0,Snowy,Fall,72.41,68.0,1,83.85
2022-01-30,Midsize,Sunday,1,1,0,Snowy,Winter,55.15,89.8,1,93.1
2023-03-03,Pickup,Friday,3,1,0,Sunny,Spring,68.93,70.9,1,101.14
2022-02-07,Luxury,Monday,2,0,0,Cloudy,Winter,132.25,68.7,2,123.63
2023-08-21,Minivan,Monday,8,0,0,Rainy,Summer,67.55,51.3,3,75.27
2023-05-06,Luxury,Saturday,5,1,0,Sunny,Spring,130.21,72.5,1,159.72
2024-11-23,Luxury,Saturday,11,1,0,Cloudy,Fall,125.85,69.1,6,146.0
2022-07-04,Economy,Monday,7,0,0,Sunny,Summer,34.36,59.6,3,59.96
2022-01-06,Economy,Thursday,1,0,0,Cloudy,Winter,33.15,74.8,7,50.64
2022-07-09,SUV,Saturday,7,1,1,Cloudy,Summer,76.94,100.0,5,149.86
2022-11-08,Pickup,Tuesday,11,0,0,Sunny,Fall,75.8,62.9,5,75.46
2023-02-17,SUV,Friday,2,1,0,Rainy,Winter,85.18,79.6,4,92.27
2024-12-25,Pickup,Wednesday,12,0,1,Cloudy,Winter,78.22,87.9,3,103.16
2022-04-02,SUV,Saturday,4,1,0,Sunny,Spring,75.86,95.8,6,131.52
2023-11-21,Midsize,Tuesday,11,0,0,Cloudy,Fall,54.66,60.8,7,61.0
2022-06-18,Pickup,Saturday,6,1,0,Stormy,Summer,77.99,93.1,4,91.19
2024-09-10,Midsize,Tuesday,9,0,0,Cloudy,Fall,56.58,50.8,1,62.7
2022-02-17,Luxury,Thursday,2,0,0,Stormy,Winter,126.39,65.9,30,106.55
2024-11-20,Midsize,Wednesday,11,0,0,Rainy,Fall,49.99,65.6,2,50.2
2022-09-01,Economy,Thursday,9,0,0,Rainy,Fall,34.54,63.1,2,33.96
2024-07-01,Economy,Monday,7,0,0,Snowy,Summer,31.76,81.3,3,52.04
2022-06-24,Midsize,Friday,6,1,0,Sunny,Summer,53.68,84.1,4,89.94
2024-01-27,Minivan,Saturday,1,1,0,Sunny,Winter,71.41,90.8,3,100.76
2023-09-25,Compact,Monday,9,0,0,Foggy,Fall,42.61,64.8,1,36.42
2023-06-17,Pickup,Saturday,6,1,0,Stormy,Summer,75.71,73.6,1,86.85
2024-01-14,Compact,Sunday,1,1,0,Sunny,Winter,42.09,82.4,2,71.69
2024-04-25,SUV,Thursday,4,0,0,Sunny,Spring,80.69,62.9,2,106.42
2023-05-28,Midsize,Sunday,5,1,0,Cloudy,Spring,55.44,65.7,5,70.76
2024-04-08,SUV,Monday,4,0,0,Cloudy,Spring,81.83,67.5,5,89.01
2022-07-15,Economy,Friday,7,1,0,Cloudy,Summer,30.7,62.1,2,53.5
2022-02-02,Pickup,Wednesday,2,0,0,Sunny,Winter,70.06,54.3,6,80.83
2022-07-07,Minivan,Thursday,7,0,0,Cloudy,Summer,62.93,81.3,14,89.1
2023-04-01,Luxury,Saturday,4,1,0,Cloudy,Spring,128.06,80.4,14,152.08
2023-08-15,Economy,Tuesday,8,0,0,Sunny,Summer,31.65,73.4,7,42.21
2022-10-16,Economy,Sunday,10,1,0,Cloudy,Fall,32.19,80.9,3,49.73
2022-05-24,SUV,Tuesday,5,0,0,Sunny,Spring,80.48,46.8,2,89.88
2022-10-06,SUV,Thursday,10,0,0,Sunny,Fall,82.91,70.8,14,96.55
2023-01-30,SUV,Monday,1,0,0,Sunny,Winter,85.35,71.4,14,108.2
2023-04-01,Midsize,Saturday,4,1,0,Foggy,Spring,59.7,85.4,1,72.97
2023-08-27,Economy,Sunday,8,1,0,Sunny,Summer,29.99,87.3,1,57.75
2022-10-13,Luxury,Thursday,10,0,0,Rainy,Fall,139.61,52.0,1,113.58
2022-08-26,Minivan,Friday,8,1,0,Cloudy,Summer,68.9,74.2,1,99.37
2022-12-28,Pickup,Wednesday,12,0,0,Rainy,Winter,76.12,61.0,2,73.66
2022-02-06,Midsize,Sunday,2,1,0,Rainy,Winter,53.59,65.3,7,65.46
2022-08-23,Economy,Tuesday,8,0,0,Sunny,Summer,33.58,80.4,4,49.81
2023-03-25,Economy,Saturday,3,1,0,Sunny,Spring,34.57,83.9,3,63.64
2022-04-21,Economy,Thursday,4,0,1,Sunny,Spring,31.37,68.3,2,59.34
2022-10-21,SUV,Friday,10,1,0,Sunny,Fall,84.23,72.6,1,106.25
2022-12-26,Compact,Monday,12,0,0,Foggy,Winter,39.46,69.3,1,46.61
2024-05-24,Economy,Friday,5,1,0,Cloudy,Spring,32.49,64.9,1,44.98
2023-06-26,Luxury,Monday,6,0,0,Rainy,Summer,137.46,64.7,1,132.3
2024-05-29,SUV,Wednesday,5,0,0,Rainy,Spring,82.52,54.3,2,78.64
2023-06-14,Midsize,Wednesday,6,0,0,Cloudy,Summer,55.99,76.8,1,74.63
2023-09-18,Minivan,Monday,9,0,0,Sunny,Fall,64.84,56.9,1,76.02
2024-06-19,SUV,Wednesday,6,0,0,Foggy,Summer,89.18,71.8,7,87.54
2023-09-07,SUV,Thursday,9,0,0,Stormy,Fall,83.84,69.4,1,69.21
2022-06-30,Midsize,Thursday,6,0,1,Sunny,Summer,56.19,92.6,2,98.86
2023-02-24,Minivan,Friday,2,1,0,Sunny,Winter,68.52,68.3,7,88.08
2023-06-16,Compact,Friday,6,1,0,Sunny,Summer,41.49,93.5,30,69.77
2022-06-20,SUV,Monday,6,0,0,Foggy,Summer,88.93,81.1,4,88.44
2022-12-01,Midsize,Thursday,12,0,0,Rainy,Winter,54.88,77.5,5,66.13
2022-09-16,Pickup,Friday,9,1,0,Cloudy,Fall,73.34,86.9,14,85.52
2024-03-18,SUV,Monday,3,0,0,Foggy,Spring,78.7,69.9,3,82.07
2024-05-06,Minivan,Monday,5,0,0,Stormy,Spring,70.9,55.6,14,56.73
2024-03-30,Compact,Saturday,3,1,0,Stormy,Spring,41.51,82.8,2,47.63
2022-06-06,Luxury,Monday,6,0,0,Stormy,Summer,125.43,72.2,7,114.9
2024-04-17,Pickup,Wednesday,4,0,0,Cloudy,Spring,76.94,69.5,3,83.66
2023-07-07,Pickup,Friday,7,1,0,Rainy,Summer,67.0,73.7,3,93.84
2022-06-14,Minivan,Tuesday,6,0,0,Sunny,Summer,63.07,59.4,1,90.04
2023-03-02,Midsize,Thursday,3,0,0,Sunny,Spring,57.92,71.0,3,75.25
2022-08-11,Pickup,Thursday,8,0,0,Cloudy,Summer,69.24,69.0,3,97.48
2024-09-16,Midsize,Monday,9,0,0,Foggy,Fall,55.37,69.6,1,58.15
2023-10-04,Pickup,Wednesday,10,0,0,Sunny,Fall,75.99,58.2,2,77.16
2022-04-20,Midsize,Wednesday,4,0,0,Rainy,Spring,54.23,60.1,7,58.83
2024-02-14,Luxury,Wednesday,2,0,0,Sunny,Winter,119.51,59.1,1,120.49
2022-06-27,Midsize,Monday,6,0,0,Rainy,Summer,50.44,65.8,3,68.14
2023-06-02,Luxury,Friday,6,1,0,Rainy,Summer,130.57,87.9,2,155.1
2024-01-01,Midsize,Monday,1,0,1,Cloudy,Winter,57.43,93.2,1,85.03
2024-03-29,Minivan,Friday,3,1,0,Rainy,Spring,64.23,71.0,6,83.83
2022-06-30,Pickup,Thursday,6,0,1,Sunny,Summer,74.95,90.3,5,124.13
2024-10-06,Pickup,Sunday,10,1,0,Sunny,Fall,69.35,57.3,4,92.95
2024-12-23,Compact,Monday,12,0,0,Cloudy,Winter,42.76,71.5,1,55.79
2024-05-28,Compact,Tuesday,5,0,0,Sunny,Spring,41.41,63.6,2,50.03
2023-08-12,Luxury,Saturday,8,1,0,Stormy,Summer,124.84,80.9,3,140.51
2023-01-02,Minivan,Monday,1,0,0,Sunny,Winter,73.36,66.7,3,86.3
2024-05-09,Luxury,Thursday,5,0,0,Sunny,Spring,124.64,75.7,3,136.85
2023-06-16,Pickup,Friday,6,1,0,Rainy,Summer,67.26,89.3,2,96.28
2022-07-21,Pickup,Thursday,7,0,0,Sunny,Summer,69.96,82.9,1,97.27
2022-07-06,Compact,Wednesday,7,0,0,Stormy,Summer,39.18,78.5,2,47.64
2023-02-06,Minivan,Monday,2,0,0,Rainy,Winter,65.4,66.9,1,64.19
2023-01-17,Compact,Tuesday,1,0,0,Stormy,Winter,40.09,73.2,1,44.54
2024-04-02,Economy,Tuesday,4,0,0,Sunny,Spring,33.95,78.3,5,38.25
2024-12-17,SUV,Tuesday,12,0,0,Sunny,Winter,78.98,69.8,14,103.93
2024-10-14,Compact,Monday,10,0,0,Sunny,Fall,40.9,65.0,5,51.14
2024-10-31,SUV,Thursday,10,0,0,Sunny,Fall,83.94,55.2,1,97.93
2022-12-01,Economy,Thursday,12,0,0,Foggy,Winter,34.98,75.9,2,42.01
2024-07-03,Luxury,Wednesday,7,0,0,Stormy,Summer,126.06,100.0,4,115.43
2022-04-12,Economy,Tuesday,4,0,0,Sunny,Spring,30.2,72.2,2,47.67
2022-01-28,Compact,Friday,1,1,0,Sunny,Winter,38.6,83.1,14,67.94
2022-08-28,Compact,Sunday,8,1,0,Sunny,Summer,39.44,98.3,5,76.77
2022-07-22,Luxury,Friday,7,1,0,Stormy,Summer,123.86,86.6,6,139.44
2024-04-29,Economy,Monday,4,0,0,Rainy,Spring,34.22,70.1,1,40.24
2024-03-05,Compact,Tuesday,3,0,0,Rainy,Spring,37.5,64.8,14,48.1
2022-04-15,Minivan,Friday,4,1,0,Cloudy,Spring,67.89,77.2,1,91.07
2023-08-07,Pickup,Monday,8,0,0,Foggy,Summer,77.96,62.6,3,73.27
2024-12-08,Midsize,Sunday,12,1,0,Stormy,Winter,58.93,93.9,14,65.0
2022-09-04,Economy,Sunday,9,1,0,Sunny,Fall,30.46,72.8,3,52.02
2023-04-03,Midsize,Monday,4,0,0,Cloudy,Spring,57.55,65.9,5,62.89
2022-02-16,SUV,Wednesday,2,0,0,Snowy,Winter,88.49,55.8,4,91.96
2024-06-27,Luxury,Thursday,6,0,0,Rainy,Summer,120.3,69.2,3,140.0
2024-08-16,Luxury,Friday,8,1,0,Rainy,Summer,124.45,83.1,5,162.37
2024-08-16,Economy,Friday,8,1,0,Snowy,Summer,33.44,77.2,1,65.35
2022-02-26,Luxury,Saturday,2,1,0,Rainy,Winter,126.06,66.0,1,132.34
2024-08-20,Pickup,Tuesday,8,0,0,Sunny,Summer,78.63,61.9,7,99.22
2024-02-26,Midsize,Monday,2,0,0,Cloudy,Winter,53.14,50.8,6,55.8
2023-02-10,SUV,Friday,2,1,0,Sunny,Winter,85.0,52.3,2,111.14
2024-07-05,SUV,Friday,7,1,0,Cloudy,Summer,76.98,86.6,1,120.09
2022-01-15,Compact,Saturday,1,1,0,Rainy,Winter,38.21,80.2,4,67.65
2024-01-21,Pickup,Sunday,1,1,0,Cloudy,Winter,67.4,85.4,7,106.06
2024-10-22,Economy,Tuesday,10,0,0,Sunny,Fall,30.45,66.3,5,39.75
2023-08-24,Compact,Thursday,8,0,0,Rainy,Summer,42.78,73.2,1,54.26
2024-03-20,Compact,Wednesday,3,0,0,Sunny,Spring,43.91,58.1,6,54.01
2024-03-11,Luxury,Monday,3,0,0,Sunny,Spring,128.48,69.2,30,146.59
2024-02-23,Luxury,Friday,2,1,0,Cloudy,Winter,126.33,66.6,3,139.01
2024-03-26,Minivan,Tuesday,3,0,0,Cloudy,Spring,73.89,61.7,3,82.38
2024-06-25,Minivan,Tuesday,6,0,0,Rainy,Summer,69.56,80.0,1,78.61
